t,bgx,bgy,bgz
0.53,-1.1966989874225993e-07,1.1057136820352278e-07,-3.726363757154133e-23
0.54,-1.2682323348674594e-07,8.801645428431467e-08,-6.366120492489632e-23
0.55,-1.199198779630796e-07,1.0936744510222216e-07,-9.602989738388394e-23
0.56,-1.4402902124005114e-07,1.2978249995192665e-07,-1.1285776078806913e-22
0.5700000000000001,-1.4074083474146743e-07,1.0603314796007685e-07,-1.1118072896238435e-22
0.58,-1.5608177356400497e-07,1.0018044304719746e-07,-1.0952113064713385e-22
0.59,-1.3252444799800663e-07,1.2345907932368654e-07,-7.35025582456506e-23
0.6,-1.1688260788953749e-07,1.365607602610544e-07,-2.521790112648416e-23
0.61,-1.0418097096521111e-07,1.5365566513737107e-07,3.926251113768613e-23
0.62,-8.973998067310686e-08,1.3842160782623776e-07,1.0267068015169112e-22
0.63,-6.909756515544145e-08,1.599061163073224e-07,1.3669075415308183e-22
0.64,-8.981175284545259e-08,1.8454468176490699e-07,1.8518180674931475e-22
0.65,-9.56126395203249e-08,1.804701300924709e-07,2.34930634546902e-22
0.66,-8.247411527323926e-08,1.6935310856298862e-07,2.7085580180932343e-22
0.67,-9.823365477213219e-08,1.7423277595991113e-07,2.7388552371740314e-22
0.68,-8.673972753706383e-08,1.677148183371882e-07,3.5639525092189185e-22
0.6900000000000001,-9.574192334797773e-08,1.7595571881575493e-07,3.9658788561312106e-22
0.7000000000000001,-1.2075132335286588e-07,1.7465238890690237e-07,4.0575521297553485e-22
0.71,-1.0523881353622676e-07,1.9306403129589843e-07,4.147288204772604e-22
0.72,-9.637478388500847e-08,2.1004365939581186e-07,4.233776960772824e-22
0.73,-8.885467492964965e-08,2.061951626626415e-07,3.4584521574216923e-22
0.74,-7.698844548131512e-08,2.1566996001368444e-07,2.3978379729301444e-22
0.75,-5.4659954949548795e-08,2.2217239488460742e-07,1.356081849389361e-22
0.76,-6.702090112016594e-08,2.1116921483376686e-07,9.343006411045066e-23
0.77,-5.464160543436178e-08,2.2165120544003524e-07,1.7844456239902558e-23
0.78,-6.136454243183867e-08,2.4220337917270315e-07,-5.631849418728419e-23
0.79,-7.809358176520387e-08,2.631412765520262e-07,-1.2898608497447786e-22
0.8,-9.491540063581376e-08,2.7642904765212254e-07,-2.349432810047918e-22
0.81,-1.0098478736602636e-07,2.757353295040823e-07,-3.047905547476667e-22
0.8200000000000001,-8.44638544577752e-08,2.563984418049795e-07,-3.5452476984845605e-22
0.8300000000000001,-8.420897157151852e-08,2.6727111923610357e-07,-5.667460070325005e-22
0.84,-8.578837344541031e-08,2.548252093895656e-07,-9.038202327684452e-22
0.85,-7.350832338521378e-08,2.711308799077253e-07,-1.2339279145467384e-21
0.86,-8.218304405349089e-08,2.658632035108743e-07,-1.5664003768441166e-21
0.87,-9.300976608325775e-08,2.424368174071484e-07,-1.8572229009735055e-21
0.88,-8.567723227426395e-08,2.5761483057905585e-07,-2.0564294976673098e-21
0.89,-9.008192290879329e-08,2.6569874074521317e-07,-2.3499498212075556e-21
0.9,-8.232330225798093e-08,2.745783534026206e-07,-2.669530818850676e-21
0.91,-8.850610521247149e-08,2.9359225906518894e-07,-3.0472673049960993e-21
0.92,-8.069518790979807e-08,2.8165221248956023e-07,-3.416335617856839e-21
0.93,-8.080420513164717e-08,3.029939601186871e-07,-3.7755768842421926e-21
0.9400000000000001,-5.65826095166767e-08,3.191564833100219e-07,-4.3073914102154906e-21
0.9500000000000001,-7.725485311768015e-08,2.93261525546773e-07,-4.85636165506843e-21
0.96,-5.365225497802701e-08,2.93612872830805e-07,-5.361008447851279e-21
0.97,-5.0101576319876485e-08,2.856646577563256e-07,-5.824489944338262e-21
0.98,-2.420793598990114e-08,2.881014104436082e-07,-6.250145762801625e-21
0.99,-3.4634371284925115e-08,2.6882342245293834e-07,-6.879220895439242e-21
1.0,-3.323157046225388e-08,2.487935376456175e-07,-7.56293475706076e-21
1.01,-2.0945506459310226e-08,2.498654968450451e-07,-8.394048065131879e-21
1.02,4.4085194279809085e-09,2.42878415477813e-07,-9.18909473945478e-21
1.03,-3.6643758817861153e-09,2.5153270411728944e-07,-1.0151997945415612e-20
1.04,1.563638396744436e-08,2.483595609937972e-07,-1.1221690701161756e-20
1.05,2.246382663035633e-08,2.585863474304761e-07,-1.444078238581324e-20
1.06,3.250360906848851e-08,2.5606553037344743e-07,-1.9610975530897916e-20
1.07,1.3220704105617433e-08,2.6719349752186963e-07,-2.5957438180415418e-20
1.08,-1.2186634519059526e-08,2.6681516047694024e-07,-3.201857285925323e-20
1.09,-1.6860895100247803e-08,2.8209814858980135e-07,-3.803987985429831e-20
1.1,-2.203747194718443e-08,2.884521165510266e-07,-4.3882200517224475e-20
1.11,-4.4792788755555706e-08,2.6156855682567145e-07,-5.0915086181061316e-20
1.12,-4.62095838521375e-08,2.8095378566580046e-07,-5.785133675953084e-20
1.1300000000000001,-3.542926662113645e-08,2.7003099533425254e-07,-6.472857462470066e-20
1.1400000000000001,-1.719228801852391e-08,2.561268011783596e-07,-7.14232181324047e-20
1.1500000000000001,8.013097066129353e-09,2.6606491170440876e-07,-7.793522113293172e-20
1.16,-7.74649742025151e-09,2.7419902088570265e-07,-8.431963649460294e-20
1.17,-3.964554541391766e-09,2.5442290371872653e-07,-7.927055485759941e-20
1.18,-1.965655492405318e-08,2.3185810610729027e-07,-6.977633293669474e-20
1.19,-3.729163988266088e-08,2.3055008021141295e-07,-8.54739539849443e-20
1.2,-3.5074797647842105e-08,2.2160183545772177e-07,-1.1694302127515162e-19
1.21,-3.84118605165614e-08,2.2690230498372156e-07,-1.6555875407904923e-19
1.22,-1.6255845026355953e-08,2.1508697252898685e-07,-2.121207488541965e-19
1.23,-3.643690728256163e-08,2.0521213440948877e-07,-2.5738826082728274e-19
1.24,-5.8187789081634746e-08,2.1459623149043484e-07,-3.0361669370227554e-19
1.25,-3.6516115282972096e-08,2.068302468744679e-07,-3.262233795629126e-19
1.26,-2.5622795379642795e-08,1.9557714360355057e-07,-3.4627581841349004e-19
1.27,-2.2763582611611697e-08,1.9219685625551124e-07,-3.6346728928651014e-19
1.28,-2.0695984044941464e-08,2.0569758769922128e-07,-3.7859938813415237e-19
1.29,-7.52843953244635e-09,1.9063715661780865e-07,-3.987575966746919e-19
1.3,-1.8778986992479312e-08,2.0284437972968155e-07,-2.988226190735205e-19
1.31,-3.3643125669457806e-08,1.9135745906556623e-07,-1.15792649666449e-19
1.32,-2.6962618296972377e-08,2.0616850114844924e-07,6.384672448612806e-20
1.33,-2.1097890817175882e-08,1.900005036652876e-07,2.6260690509094373e-19
1.34,-3.405328861247982e-08,1.8619852662976162e-07,5.739483978976274e-19
1.35,-2.787114497697377e-08,1.825325957807122e-07,8.93363526412417e-19
1.36,-1.2670045672703212e-08,1.6309680096017485e-07,1.2107873865195164e-18
1.37,5.384769180994588e-09,1.5993754364050524e-07,1.4850367241896263e-18
1.3800000000000001,2.3999481953499106e-08,1.4893532725912522e-07,1.746762762474402e-18
1.3900000000000001,4.4496285338436175e-08,1.536240368076167e-07,2.284553131813391e-18
1.4000000000000001,1.9553457690625508e-08,1.4140723895231666e-07,2.7253464326881553e-18
1.41,9.117745768094619e-09,1.269772057581414e-07,2.935320442481796e-18
1.42,2.3819453795959877e-08,1.2035018178205508e-07,3.1493863520647766e-18
1.43,2.536943438796066e-08,1.265707643892774e-07,3.3533698095556788e-18
1.44,3.027559971596708e-08,1.4670670116531827e-07,3.79940329394058e-18
1.45,5.344586767068537e-09,1.2464038260105396e-07,4.171543722263357e-18
1.46,2.27207731142636e-08,9.917599019948569e-08,4.629104555336446e-18
1.47,2.4969251700555805e-10,1.0193024789858095e-07,5.090870908875372e-18
1.48,1.3172350159265229e-08,1.0694003341835545e-07,5.580019337081598e-18
1.49,3.369881614744469e-08,8.250475748924875e-08,5.8886916686659584e-18
1.5,3.5202156658843776e-08,9.486178560640089e-08,6.171611830216537e-18
1.51,4.357369534314004e-08,1.0030923434051553e-07,6.597408239168727e-18
1.52,3.29264685464082e-08,1.0125445677433421e-07,7.033264134603859e-18
1.53,2.9215559724725314e-08,9.385021610883484e-08,7.45333288693034e-18
1.54,5.877928412049813e-09,6.795881198720235e-08,7.85970228944465e-18
1.55,-1.2565460520974107e-08,5.909054703182817e-08,8.252915940277529e-18
1.56,-2.983828350223353e-09,4.465008997920956e-08,8.63448158297872e-18
1.57,4.076652901197216e-09,4.756054515795177e-08,9.001877469559986e-18
1.58,2.7991848864939324e-08,3.247592626658893e-08,9.355168621774842e-18
1.59,3.363036554895445e-08,9.835418060579448e-09,9.686860203587236e-18
1.6,3.482162247901928e-08,3.5417052509144783e-08,9.910787243724314e-18
1.61,4.213156431053218e-08,5.4935725162773506e-08,1.004902621865823e-17
1.62,6.2223685231469e-08,6.00747054042905e-08,1.0200532837131586e-17
1.6300000000000001,4.547848291453949e-08,3.6303203385077496e-08,1.0345339932740906e-17
1.6400000000000001,4.173990893020816e-08,1.5383963466019213e-08,1.0214971175678834e-17
1.6500000000000001,4.3538388745471024e-08,2.291974075724005e-08,1.007864305643666e-17
1.6600000000000001,3.7803760202884225e-08,2.6733343615387573e-08,9.953829046190402e-18
1.67,5.720453853257247e-08,4.101162288549877e-08,9.827029731021835e-18
1.68,7.581728091932485e-08,2.2621245327627957e-08,9.698879428178643e-18
1.69,6.065554915200704e-08,2.701757709815071e-08,9.57144652400645e-18
1.7,7.53312627359147e-08,5.263772085362675e-08,9.447188036623473e-18
1.71,7.147826033487493e-08,4.1360112060767544e-08,9.359574851758999e-18
1.72,9.619439134180217e-08,3.449191391707138e-08,9.298619494002917e-18
1.73,8.363763712256461e-08,1.6922122771453104e-08,9.348217669916107e-18
1.74,6.271137065901283e-08,2.161111993703607e-08,9.815937518705365e-18
1.75,5.2677033317245883e-08,2.5971118224752324e-08,1.0325890843376127e-17
1.76,6.253240144141753e-08,4.269326478696969e-09,1.0740079946048297e-17
1.77,3.8748336527283494e-08,-2.0192697322385422e-08,1.108222432349288e-17
1.78,2.0847539566197332e-08,-2.6778336431265903e-08,1.114836161981579e-17
1.79,3.681528843110948e-08,-4.90384745248742e-08,1.1136931564402591e-17
1.8,5.176375940346024e-08,-6.99866386696588e-08,1.1477875338314127e-17
1.81,7.063791536349358e-08,-7.405451074801622e-08,1.2366701957290315e-17
1.82,8.633589016321805e-08,-9.840710380493511e-08,1.2958382156418212e-17
1.83,7.889629248756567e-08,-7.666845154201426e-08,1.3508149187380556e-17
1.84,6.840581884998266e-08,-9.820972682479459e-08,1.403331491288556e-17
1.85,6.191478248850215e-08,-9.580404636008012e-08,1.4534581384646665e-17
1.86,5.3497694427419756e-08,-1.0516425527538689e-07,1.5010094540961178e-17
1.87,7.561473259270021e-08,-1.0816999006671062e-07,1.5462128858823995e-17
1.8800000000000001,9.578454699509971e-08,-8.464629852962704e-08,1.5891718020952713e-17
1.8900000000000001,1.1995839104527572e-07,-6.35355041233561e-08,1.6087886034962558e-17
1.9000000000000001,1.408777599515056e-07,-7.029718783874174e-08,1.585342572443411e-17
1.9100000000000001,1.3831707898017435e-07,-7.46575565015135e-08,1.5586552626421298e-17
1.92,1.3096067622046681e-07,-9.403227307727629e-08,1.535115279626355e-17
1.93,1.239742168880554e-07,-8.87488313565883e-08,1.5124350320003632e-17
1.94,1.0917432546849871e-07,-6.547802827179812e-08,1.4923234884929905e-17
1.95,1.1798972201142933e-07,-7.677085387558337e-08,1.4747183894474976e-17
1.96,1.1746474873953725e-07,-6.464216251827987e-08,1.4577024124287454e-17
1.97,1.1410448762285995e-07,-6.77302642228757e-08,1.4411192596080288e-17
1.98,1.0241922127126117e-07,-6.491289808152336e-08,1.4248844835928067e-17
1.99,1.1725878510531583e-07,-7.861354649432722e-08,1.4093453217747322e-17
2.0,1.3030008597893177e-07,-7.04533959354764e-08,1.3934728098581432e-17
2.0100000000000002,1.5456969342724192e-07,-4.4760258452625536e-08,1.3779130058400367e-17
2.02,1.407978048501971e-07,-4.754072767810333e-08,1.360078922261288e-17
2.0300000000000002,1.3410611854205524e-07,-6.227021838240296e-08,1.3444765677565633e-17
2.04,1.1903019454355272e-07,-6.23823614502177e-08,1.3408815249948921e-17
2.05,1.2360712476738075e-07,-6.199283331445194e-08,1.3366266810763376e-17
2.06,1.1629228542988076e-07,-6.353491855156354e-08,1.3322393018113818e-17
2.07,1.1051495800889633e-07,-5.711587706495247e-08,1.3277752820195868e-17
2.08,1.1368912364214979e-07,-7.266509297818986e-08,1.3227436259164791e-17
2.09,1.278270127319704e-07,-7.51362542747688e-08,1.3237810892004854e-17
2.1,1.5060973762535846e-07,-6.872079554852212e-08,1.3277799611216297e-17
2.11,1.2449520913205868e-07,-4.468921186977056e-08,1.342915245015678e-17
2.12,1.4530484220604733e-07,-3.299040487376343e-08,1.3562338812237045e-17
2.13,1.5118558955018507e-07,-4.9664608520874145e-08,1.3685794166088773e-17
2.14,1.3187576949806005e-07,-4.5039882228475855e-08,1.380738889367327e-17
2.15,1.2970747299276304e-07,-5.95195910535336e-08,1.392876210766316e-17
2.16,1.3637050275174192e-07,-6.816684857351966e-08,1.404443634661228e-17
2.17,1.4618895519231225e-07,-8.443178063834271e-08,1.415169795400163e-17
2.18,1.5728275487308046e-07,-1.0784667386997205e-07,1.425058306064722e-17
2.19,1.7259113612632025e-07,-1.2449614323590778e-07,1.4341423936115656e-17
2.2,1.4933682983455612e-07,-1.0688164531192348e-07,1.4464104257071765e-17
2.21,1.555832299616493e-07,-1.1875555081255512e-07,1.472940710167766e-17
2.22,1.635461046667577e-07,-1.070073957042928e-07,1.4953415903736164e-17
2.23,1.5525093203021233e-07,-1.0974446478522807e-07,1.5161521601339594e-17
2.24,1.7449120178559202e-07,-1.0169224588574673e-07,1.5407547013586518e-17
2.25,1.726912917005114e-07,-9.787642515578192e-08,1.5629704404666124e-17
2.2600000000000002,1.6589246826567174e-07,-1.0220915040805251e-07,1.5837295104352695e-17
2.27,1.8401076356947063e-07,-1.0781948203398543e-07,1.6058290050749486e-17
2.2800000000000002,1.674430724619562e-07,-9.824422121957955e-08,1.6272631905687402e-17
2.29,1.7661699434098513e-07,-9.951107552231545e-08,1.6523411292612942e-17
2.3000000000000003,1.8441052598598618e-07,-7.73122993010781e-08,1.6922427853877985e-17
2.31,1.8101192398097386e-07,-9.36826309143409e-08,1.7316881418451473e-17
2.32,1.7470575017398054e-07,-9.980456855202107e-08,1.7695929742686795e-17
2.33,1.9323359638816752e-07,-9.282164775006489e-08,1.8079779105247296e-17
2.34,1.8082065468686838e-07,-1.165205185594206e-07,1.844398913147696e-17
2.35,1.5384531145189142e-07,-1.067756972380736e-07,1.885590868194751e-17
2.36,1.4963375698417122e-07,-1.0033481029776432e-07,1.924404080066272e-17
2.37,1.2361044068785067e-07,-7.969746838199957e-08,1.9646418783889868e-17
2.38,1.0556815509943713e-07,-7.820522491767631e-08,2.0045521394090186e-17
2.39,9.60300244719732e-08,-7.71968273334622e-08,2.089833142978223e-17
2.4,1.168168542101569e-07,-5.91522017740404e-08,2.20161262090442e-17
2.41,1.0960967695867131e-07,-6.067543749246277e-08,2.3418128145600555e-17
2.42,9.110208865298346e-08,-6.956902972671883e-08,2.47485918119396e-17
2.43,1.018724160980488e-07,-7.837626924402438e-08,2.5838581809936257e-17
2.44,1.0023055063724107e-07,-8.496412988695115e-08,2.686165291168558e-17
2.45,1.19534068241742e-07,-9.393502090677214e-08,2.781254400184104e-17
2.46,1.116503858844568e-07,-1.1763948702536699e-07,2.8676730063677446e-17
2.47,1.0327651802782655e-07,-1.256885927142604e-07,2.944014359180666e-17
2.48,9.01135342554052e-08,-1.4957388061850052e-07,3.015825634309842e-17
2.49,8.925657140733598e-08,-1.2838326690505423e-07,3.089032161991227e-17
2.5,8.583373227061289e-08,-1.1735504139521099e-07,3.135475606178352e-17
2.5100000000000002,8.402553322965481e-08,-1.3249714470040643e-07,3.2001452565873577e-17
2.52,1.0618542062350354e-07,-1.51821160718169e-07,3.260904831629917e-17
2.5300000000000002,8.85721508249768e-08,-1.6876407582151962e-07,3.3173992561840644e-17
2.54,8.79333201154877e-08,-1.9294522935629167e-07,3.37009198934278e-17
2.5500000000000003,7.204922726921427e-08,-1.9894364246725957e-07,3.415538138387959e-17
2.56,7.426920322557556e-08,-1.7883632731797264e-07,3.4574427149904786e-17
2.57,8.816833765152805e-08,-1.944810036512099e-07,3.4966655414822885e-17
2.58,6.63979486863612e-08,-1.709706424924599e-07,3.532770318989077e-17
2.59,7.476564026526743e-08,-1.5682949902544055e-07,3.565919434519903e-17
2.6,8.26298021336454e-08,-1.6821980439304773e-07,3.5960516399721235e-17
2.61,6.541738040202108e-08,-1.8950935040128888e-07,3.6233150802586166e-17
2.62,5.467575185934994e-08,-1.737313504472846e-07,3.648104041069505e-17
2.63,3.224079980646851e-08,-1.9842868363767846e-07,3.670697821272532e-17
2.64,3.2374398966818815e-08,-2.058250344469663e-07,3.69100279666203e-17
2.65,3.5880434546592214e-08,-2.1094288460854263e-07,3.7091094292520046e-17
2.66,2.05833184138391e-08,-1.974471695720151e-07,3.7254792712888433e-17
2.67,1.0688309958571841e-08,-2.2106867004384131e-07,3.739671308732338e-17
2.68,2.3210560892150326e-08,-2.0167067173203584e-07,3.751531579663273e-17
2.69,1.4149202690459032e-08,-1.8274022503904587e-07,3.761673228284591e-17
2.7,3.241504657805387e-08,-1.745938740753268e-07,3.770097001555178e-17
2.71,1.0119957107166483e-08,-1.5395459874323354e-07,3.77691567295929e-17
2.72,2.0435875868142552e-08,-1.669621283167975e-07,3.7822222810917574e-17
2.73,1.5617470633085863e-08,-1.7264889868537057e-07,3.778477461693041e-17
2.74,3.3353669970413526e-08,-1.4602486016923618e-07,3.736223998950456e-17
2.75,4.061611131582892e-08,-1.2787489932356264e-07,3.684302455926773e-17
2.7600000000000002,3.4097744779172734e-08,-1.2094010678962742e-07,3.634162500621896e-17
2.77,3.926732379228161e-08,-1.4004766478416125e-07,3.585555334108437e-17
2.7800000000000002,5.699920242177271e-08,-1.5895221810266508e-07,3.5387389917272294e-17
2.79,6.248445672382931e-08,-1.610488665946569e-07,3.4929765133120525e-17
2.8000000000000003,5.5229518942650325e-08,-1.3803453053772594e-07,3.421111881752387e-17
2.81,5.951448753553034e-08,-1.3951205605499277e-07,3.287770606979097e-17
2.82,7.052925850378332e-08,-1.1596133138958147e-07,3.141187093064751e-17
2.83,5.3016068340349635e-08,-1.2499762665519757e-07,2.9970276183110305e-17
2.84,4.718708500553969e-08,-1.2166256784261942e-07,2.856903161849134e-17
2.85,6.216169134121502e-08,-1.1292577859668016e-07,2.7167338271270396e-17
2.86,7.625152422850954e-08,-1.0372719441843948e-07,2.5837144234034162e-17
2.87,8.797944787838615e-08,-9.513777949765554e-08,2.458522357188732e-17
2.88,6.572692795449969e-08,-8.285184134074477e-08,2.34200523986376e-17
2.89,5.040932197344117e-08,-1.0703261884498017e-07,2.2538002458114103e-17
2.9,5.280380973300431e-08,-9.486247281076637e-08,2.1733409032634527e-17
2.91,5.4691932217674314e-08,-1.1897252261699701e-07,2.0949527990604583e-17
2.92,6.143514293197282e-08,-1.3578817718330018e-07,2.016227717699137e-17
2.93,5.0153333316300733e-08,-1.3981078977790935e-07,1.9413735650777827e-17
2.94,7.460646105118877e-08,-1.6178186170740744e-07,1.8703415536579846e-17
2.95,6.007616585962432e-08,-1.633523972192066e-07,1.802891390753003e-17
2.96,6.379089476933177e-08,-1.4004311027824205e-07,1.7382925472831297e-17
2.97,6.811354073714318e-08,-1.1908433613260445e-07,1.6753955623518375e-17
2.98,8.73663491361307e-08,-1.0680545877092251e-07,1.623907153368079e-17
2.99,6.561029130610676e-08,-8.724269279374236e-08,1.5772120878501215e-17
3.0,8.749000851328038e-08,-7.495565078208106e-08,1.5434700074315098e-17
3.0100000000000002,6.705169494683568e-08,-6.003900500813114e-08,1.5279520800606535e-17
3.02,6.268383619865565e-08,-6.034850340293805e-08,1.511148386789041e-17
3.0300000000000002,7.097447705052993e-08,-6.766517008037239e-08,1.5020937823704074e-17
3.04,8.398584779152211e-08,-5.103221944298968e-08,1.4987348476111707e-17
3.0500000000000003,8.852973303456253e-08,-5.704662352593234e-08,1.4872230529846104e-17
3.06,1.0915348646167744e-07,-4.736063139855125e-08,1.475828414414533e-17
3.0700000000000003,1.1794045199801747e-07,-6.047815827392885e-08,1.47012637045004e-17
3.08,1.427964054146199e-07,-5.813246507200508e-08,1.4654808684002043e-17
3.09,1.664977313718294e-07,-8.05529143053162e-08,1.45231432084292e-17
3.1,1.8133819087133613e-07,-9.198782023366326e-08,1.4189762894305993e-17
3.11,1.9152538438444804e-07,-8.583535236383524e-08,1.3859722770499593e-17
3.12,2.156898406345241e-07,-8.519252255841469e-08,1.3550483507727139e-17
3.13,2.3803970546122905e-07,-9.131450540933784e-08,1.3255492587160962e-17
3.14,2.110246474413215e-07,-8.504318739748438e-08,1.2971112078210085e-17
3.15,2.1369451151121433e-07,-8.061655142986787e-08,1.2725970748051104e-17
3.16,1.932627591805665e-07,-7.519473689870537e-08,1.2497400094978782e-17
3.17,1.752875861711579e-07,-5.0637973072786866e-08,1.2278604733560147e-17
3.18,1.6238813211905889e-07,-2.6761751783917857e-08,1.2069239367244805e-17
3.19,1.3575109187776306e-07,-1.1485294256277962e-08,1.1868345205896463e-17
3.2,1.6048725029347943e-07,-2.816249968164861e-09,1.1676638370585813e-17
3.21,1.792328564874749e-07,8.982478918829194e-09,1.1491533032469574e-17
3.22,1.704940960678227e-07,-1.251305006682995e-08,1.1373283907839206e-17
3.23,1.487031444827932e-07,3.3953530702860793e-09,1.1261484925494532e-17
3.24,1.6239013782128305e-07,2.4427046009071054e-08,1.1156309139805899e-17
3.25,1.4133278115596482e-07,1.755709071795992e-08,1.1048296875891742e-17
3.2600000000000002,1.5618411460885534e-07,-1.4357767480058375e-09,1.0937248646020259e-17
3.27,1.5963693738829454e-07,-2.253573335225098e-08,1.0823520888795475e-17
3.2800000000000002,1.4039612384509362e-07,-4.349258875714616e-08,1.067934415259074e-17
3.29,1.2407758661924704e-07,-2.058821776444113e-08,1.0524457695418934e-17
3.3000000000000003,1.1913702269387627e-07,-2.6199761998339306e-08,1.0374916039783198e-17
3.31,1.1555387906394825e-07,-4.259836755180183e-08,1.0186426245104306e-17
3.3200000000000003,1.357105598616314e-07,-6.811555434578512e-08,1.002803878563484e-17
3.33,1.2989905519182343e-07,-6.762622095698615e-08,9.876190208892281e-18
3.34,1.3018300293220635e-07,-7.817167171933753e-08,9.740237173902512e-18
3.35,1.4370787433518184e-07,-5.438548530039967e-08,9.599388262682856e-18
3.36,1.505917912144823e-07,-7.771883448225633e-08,9.4503028134629e-18
3.37,1.544481380350676e-07,-9.877793822498685e-08,9.488575268471191e-18
3.38,1.7817824187221732e-07,-9.385042434779332e-08,9.540535654605172e-18
3.39,1.5783839148555182e-07,-1.1799938376519228e-07,8.200483095179211e-18
3.4,1.4675087130414443e-07,-9.601226755473518e-08,6.681788998665894e-18
3.41,1.5757526176592038e-07,-8.548002855688313e-08,5.246777863615357e-18
3.42,1.5887529540762257e-07,-6.793920199686016e-08,4.008193240419557e-18
3.43,1.758453338281794e-07,-5.459099189973036e-08,2.8785118509644886e-18
3.44,1.82814053199372e-07,-3.1468468520874094e-08,2.221732383083574e-18
3.45,2.0412339044558305e-07,-1.3019194184721254e-08,1.5406285490997451e-18
3.46,2.0681836390454028e-07,1.0739284575747871e-08,1.0081506344529462e-18
3.47,2.0128900252695495e-07,2.2018311744029842e-08,4.819093037255273e-19
3.48,1.8568497293141417e-07,2.9736963938044958e-08,-1.0488364540298022e-20
3.49,1.9432240620651923e-07,1.734623580124781e-08,-4.757419672630102e-19
3.5,1.9114517629488045e-07,-2.994229445137281e-09,-1.848657218272379e-18
3.5100000000000002,1.712248122478283e-07,1.1102269329684594e-08,-3.3897041232235818e-18
3.52,1.5780271675161487e-07,2.988393664929141e-08,-4.8436287155954845e-18
3.5300000000000002,1.4688471308275835e-07,5.034547079847572e-09,-6.193888917947419e-18
3.54,1.5674675562907232e-07,2.744289578349038e-08,-7.480604547589285e-18
3.5500000000000003,1.7350197956288687e-07,1.7638066263329696e-08,-8.581565763450074e-18
3.56,1.5111290964724278e-07,4.064716234998396e-08,-9.572709998314444e-18
3.5700000000000003,1.6392856130014192e-07,4.771714113832385e-08,-1.025967118125519e-17
3.58,1.4506773816576868e-07,3.537063735202678e-08,-1.1372076432815023e-17
3.59,1.4545244272238267e-07,4.766383501416299e-08,-1.2522892859982651e-17
3.6,1.2784519088508537e-07,2.297206027623354e-08,-1.3580130385956658e-17
3.61,1.1873929646861333e-07,4.3706548569717395e-09,-1.453717472019044e-17
3.62,1.0668941700449724e-07,-1.4021468418175389e-08,-1.5421479077063042e-17
3.63,9.172601839481759e-08,-3.195759241969777e-08,-1.623780545629041e-17
3.64,8.712215197082435e-08,-4.062911569841617e-08,-1.699030546889897e-17
3.65,6.829909494459139e-08,-2.0179580275501166e-08,-1.7683002725236117e-17
3.66,7.784260765112986e-08,-4.108251453507507e-08,-1.831935651546757e-17
3.67,7.101692841824889e-08,-5.3964016435981415e-08,-1.8905330490222848e-17
